Item number,Name,Brand,Modul,Cost Value,januar,februar,marts,april,maj,juni,juli,august,september,oktober,november,december,Total
48895,Funko! POP Exclusive Rust City S1 Pop 13 w/Scoop,Funko!,Stock,38.72,222.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
54540,Funko! POP Exclusive Rust City S1 POP 15,Funko!,Købsordre,38.72,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
54540,Funko! POP Exclusive Rust City S1 POP 15,Funko!,Stock,38.72,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150,150,150,150,150.0
48581,Funko! POP Exclusive Rust City S1 POP 5,Funko!,Købsordre,38.72,0.0,3504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3504.0
48581,Funko! POP Exclusive Rust City S1 POP 5,Funko!,Stock,38.72,0.0,3504.0,3504.0,3504.0,3504.0,3504.0,3504,3504,3504,3504,3504,3504,3504.0
54065,Funko! POP Exclusive SAO- Asuna (new pose),Funko!,SalgsOrdre SE,38.72,0.0,150.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
54065,Funko! POP Exclusive SAO- Asuna (new pose),Funko!,Stock,38.72,0.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150,-150,-150,-150,-150,-150,-150.0
56112,Funko! POP Exclusive Sly Cooper,Funko!,Købsordre,38.72,0.0,900.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,900.0
56112,Funko! POP Exclusive Sly Cooper,Funko!,Stock,38.72,0.0,900.0,900.0,900.0,900.0,900.0,900,900,900,900,900,900,900.0
48915,Funko! POP Exclusive Spongebob - Mermaid man,Funko!,SalgsOrdre DK,47.49333,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
48915,Funko! POP Exclusive Spongebob - Mermaid man,Funko!,Stock,47.49333,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
54292,Funko! POP Exclusive Spongebob Weightlifter Spong,Funko!,Købsordre,38.72,204.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
54292,Funko! POP Exclusive Spongebob Weightlifter Spong,Funko!,SalgsOrdre DK,38.72,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
54292,Funko! POP Exclusive Spongebob Weightlifter Spong,Funko!,Stock,38.72,204.0,198.0,198.0,198.0,198.0,198.0,198,198,198,198,198,198,198.0
23027,Funko! POP Exclusive Star Wars: E8 TLJ: BB-9E,Funko!,Stock,30.12755,204.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
36649,Funko! POP Exclusive Stephen King w. Red Balloon,Funko!,Købsordre,38.72,192.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,192.0
36649,Funko! POP Exclusive Stephen King w. Red Balloon,Funko!,Stock,38.72,192.0,192.0,192.0,192.0,192.0,192.0,192,192,192,192,192,192,192.0
48913,Funko! POP Exclusive Steve Aoki,Funko!,Stock,47.49424,66.0,66.0,66.0,66.0,66.0,66.0,66,66,66,66,66,66,66.0
38540,Funko! POP Exclusive Stranger Things Eleven,Funko!,Købsordre,38.72,0.0,72.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72.0
38540,Funko! POP Exclusive Stranger Things Eleven,Funko!,SalgsOrdre OT,38.72,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72.0
38540,Funko! POP Exclusive Stranger Things Eleven,Funko!,Stock,38.72,-72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
48905,Funko! POP Exclusive SW Mandalorian - Child w knob,Funko!,Købsordre,30.1275,0.0,0.0,396.0,0.0,0.0,0.0,0,0,0,0,0,0,396.0
48905,Funko! POP Exclusive SW Mandalorian - Child w knob,Funko!,SalgsOrdre OT,30.1275,396.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,396.0
48905,Funko! POP Exclusive SW Mandalorian - Child w knob,Funko!,Stock,30.1275,-396.0,-396.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
51405,Funko! POP Exclusive SW Mandalorian Mando Flying w,Funko!,Invoiced SE,30.12755,408.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,408.0
48222,Funko! POP Exclusive SW Rise of Skywalker-C-3PO,Funko!,SalgsOrdre DK,30.12738,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
48222,Funko! POP Exclusive SW Rise of Skywalker-C-3PO,Funko!,Stock,30.12738,42.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
27821,Funko! POP Exclusive SW Solo Lando (Exc),Funko!,Købsordre,30.12755,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
27821,Funko! POP Exclusive SW Solo Lando (Exc),Funko!,Invoiced SE,30.12755,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
27821,Funko! POP Exclusive SW Solo Lando (Exc),Funko!,Stock,30.12755,102.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
55819,Funko! POP Exclusive SW Vintage Boba Fett,Funko!,Købsordre,38.72,0.0,504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
55819,Funko! POP Exclusive SW Vintage Boba Fett,Funko!,SalgsOrdre DK,38.72,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72.0
55819,Funko! POP Exclusive SW Vintage Boba Fett,Funko!,SalgsOrdre OT,38.72,0.0,252.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55819,Funko! POP Exclusive SW Vintage Boba Fett,Funko!,Stock,38.72,-72.0,180.0,180.0,180.0,180.0,180.0,180,180,180,180,180,180,180.0
52352,Funko! POP Exclusive SW: CloneWars Ahsoka (New Pos,Funko!,Købsordre,38.72,906.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,906.0
52352,Funko! POP Exclusive SW: CloneWars Ahsoka (New Pos,Funko!,SalgsOrdre SE,38.72,0.0,180.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
52352,Funko! POP Exclusive SW: CloneWars Ahsoka (New Pos,Funko!,SalgsOrdre OT,38.72,624.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,624.0
52352,Funko! POP Exclusive SW: CloneWars Ahsoka (New Pos,Funko!,Stock,38.72,282.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
50210,Funko! POP Exclusive SW: Mandalorian-ChildConcerne,Funko!,Invoiced SE,30.12754,408.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,408.0
50210,Funko! POP Exclusive SW: Mandalorian-ChildConcerne,Funko!,Invoiced OT,30.12754,402.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,402.0
50209,Funko! POP Exclusive SW: Mandalorian-ChildEyesClos,Funko!,Stock,30.12833,12.0,12.0,12.0,12.0,12.0,12.0,12,12,12,12,12,12,12.0
12702-PX-1RT,Funko! POP Exclusive The Dark Tower Gunslinger Pos,Funko!,Købsordre,30.1275,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
12702-PX-1RT,Funko! POP Exclusive The Dark Tower Gunslinger Pos,Funko!,Stock,30.1275,12.0,114.0,114.0,114.0,114.0,114.0,114,114,114,114,114,114,114.0
56151,Funko! POP Exclusive The Office Oscar Martinez,Funko!,Købsordre,38.72,144.0,144.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,288.0
56151,Funko! POP Exclusive The Office Oscar Martinez,Funko!,Stock,38.72,144.0,288.0,288.0,288.0,288.0,288.0,288,288,288,288,288,288,288.0
56150,Funko! POP Exclusive The Office Phyllis Vance,Funko!,Købsordre,38.72,144.0,144.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,288.0
56150,Funko! POP Exclusive The Office Phyllis Vance,Funko!,Stock,38.72,144.0,288.0,288.0,288.0,288.0,288.0,288,288,288,288,288,288,288.0
56149,Funko! POP Exclusive The Office Ryan Howard w/Chas,Funko!,Købsordre,38.72,144.0,144.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,288.0
56149,Funko! POP Exclusive The Office Ryan Howard w/Chas,Funko!,Stock,38.72,144.0,288.0,288.0,288.0,288.0,288.0,288,288,288,288,288,288,288.0
56775,Funko! POP Exclusive The Rock w/Championship Belt,Funko!,Købsordre,38.72,0.0,900.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,900.0
56775,Funko! POP Exclusive The Rock w/Championship Belt,Funko!,Stock,38.72,0.0,900.0,900.0,900.0,900.0,900.0,900,900,900,900,900,900,900.0
52084,Funko! POP Exclusive Transformers Siege Soundwave,Funko!,Købsordre,38.72,360.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,360.0
52084,Funko! POP Exclusive Transformers Siege Soundwave,Funko!,Stock,38.72,360.0,360.0,360.0,360.0,360.0,360.0,360,360,360,360,360,360,360.0
56138,Funko! POP Exclusive Uncharted Nathan Drake w/Weap,Funko!,Købsordre,38.72,0.0,3504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3504.0
56138,Funko! POP Exclusive Uncharted Nathan Drake w/Weap,Funko!,Stock,38.72,0.0,3504.0,3504.0,3504.0,3504.0,3504.0,3504,3504,3504,3504,3504,3504,3504.0
52047,Funko! POP Exclusive WandaVision Vision 70s,Funko!,Købsordre,38.72,324.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,324.0
52047,Funko! POP Exclusive WandaVision Vision 70s,Funko!,SalgsOrdre DK,38.72,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
52047,Funko! POP Exclusive WandaVision Vision 70s,Funko!,SalgsOrdre SE,38.72,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
52047,Funko! POP Exclusive WandaVision Vision 70s,Funko!,Stock,38.72,324.0,198.0,198.0,198.0,198.0,198.0,198,198,198,198,198,198,198.0
55164,Funko! POP Exclusive X-Men Classic Rogue(Blackligh,Funko!,Købsordre,38.72,252.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55164,Funko! POP Exclusive X-Men Classic Rogue(Blackligh,Funko!,Stock,38.72,252.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
46068,Funko! POP Expandalone Back To The Future 100 2-Pa,Funko!,Købsordre,92.4,0.0,48.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48.0
46068,Funko! POP Expandalone Back To The Future 100 2-Pa,Funko!,Stock,92.4,0.0,48.0,48.0,48.0,48.0,48.0,48,48,48,48,48,48,48.0
45893,Funko! POP Expandalone DC 102 2-Pack,Funko!,Købsordre,92.4,0.0,48.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48.0
45893,Funko! POP Expandalone DC 102 2-Pack,Funko!,Stock,92.4,0.0,48.0,48.0,48.0,48.0,48.0,48,48,48,48,48,48,48.0
40948,Funko! POP Flocked Excl. Fortnite S3 Cuddle Team L,Funko!,Stock,35.79206,180.0,180.0,180.0,180.0,180.0,180.0,180,180,180,180,180,180,180.0
43288,Funko! POP Games: Apex Legends Bloodhound,Funko!,Invoiced SE,30.54,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
43285,Funko! POP Games: Apex Legends Lifeline,Funko!,Stock,30.54246,180.0,180.0,180.0,180.0,180.0,180.0,180,180,180,180,180,180,180.0
29126,Funko! POP Glitter EXCL. Disney Evil Queen,Funko!,SalgsOrdre DK,32.68,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
29126,Funko! POP Glitter EXCL. Disney Evil Queen,Funko!,Stock,32.68,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6,-6,-6,-6,-6,-6,-6.0
36952,Funko! POP Keychain Fortnite S1A Skull Trooper,Funko!,Købsordre,11.94955,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
36952,Funko! POP Keychain Fortnite S1A Skull Trooper,Funko!,Stock,11.94955,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
51207,Funko! POP Keychain HP Holiday Dumbledor,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
51207,Funko! POP Keychain HP Holiday Dumbledor,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
51204,Funko! POP Keychain HP Holiday Harry,Funko!,Købsordre,14.96,0.0,492.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,492.0
51204,Funko! POP Keychain HP Holiday Harry,Funko!,Stock,14.96,0.0,492.0,492.0,492.0,492.0,492.0,492,492,492,492,492,492,492.0
53047,Funko! POP Keychain Mandalorian Moff Gideon,Funko!,Købsordre,14.96,0.0,492.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,492.0
53047,Funko! POP Keychain Mandalorian Moff Gideon,Funko!,Stock,14.96,0.0,492.0,492.0,492.0,492.0,492.0,492,492,492,492,492,492,492.0
43450,Funko! POP Keychain MHA Deku w/ Helmet,Funko!,Købsordre,14.96,0.0,288.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,288.0
43450,Funko! POP Keychain MHA Deku w/ Helmet,Funko!,Stock,14.96,0.0,288.0,288.0,288.0,288.0,288.0,288,288,288,288,288,288,288.0
32568,Funko! POP Keychain Mickey Mouse 90th Anniversary,Funko!,Købsordre,14.96,0.0,492.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,492.0
32568,Funko! POP Keychain Mickey Mouse 90th Anniversary,Funko!,Stock,14.96,0.0,492.0,492.0,492.0,492.0,492.0,492,492,492,492,492,492,492.0
51899,Funko! POP Keychain Monopoly Criminal Uncle Pennyb,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
51899,Funko! POP Keychain Monopoly Criminal Uncle Pennyb,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
48357,Funko! POP Keychain Pixar Alien Remix Wall-E,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
48357,Funko! POP Keychain Pixar Alien Remix Wall-E,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
48354,Funko! POP Keychain Pixar Alien Remix Woody,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
48354,Funko! POP Keychain Pixar Alien Remix Woody,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
53056,Funko! POP Keychain Star Wars C-3PO,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
53056,Funko! POP Keychain Star Wars C-3PO,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
53053,Funko! POP Keychain Star Wars Yoda,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
53053,Funko! POP Keychain Star Wars Yoda,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
52154,Funko! POP Keychain Transformers Optimus Prime,Funko!,Købsordre,14.96,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
52154,Funko! POP Keychain Transformers Optimus Prime,Funko!,Stock,14.96,0.0,300.0,300.0,300.0,300.0,300.0,300,300,300,300,300,300,300.0
45142,Funko! POP Marvel: Endgame - Thor w/Can,Funko!,Købsordre,27.59385,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
45142,Funko! POP Marvel: Endgame - Thor w/Can,Funko!,SalgsOrdre DK,27.59385,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,18.0
45142,Funko! POP Marvel: Endgame - Thor w/Can,Funko!,Stock,27.59385,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6.0
45138,Funko! POP Marvel: Endgame- Iron Spider w/Gauntlet,Funko!,Købsordre,30.8,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
45138,Funko! POP Marvel: Endgame- Iron Spider w/Gauntlet,Funko!,SalgsOrdre OT,30.8,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
44992,Funko! POP Marvel: Fantastic Four - Silver Surfer,Funko!,SalgsOrdre SE,30.36,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
47096,Funko! POP Metallic Exclusive Avengers Endgame I a,Funko!,Købsordre,38.72,1200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1200.0
47096,Funko! POP Metallic Exclusive Avengers Endgame I a,Funko!,SalgsOrdre OT,38.72,1200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1200.0
55872,Funko! POP Metallic Exclusive DBZ S9 Vegito (MT),Funko!,Købsordre,38.72,0.0,504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
55872,Funko! POP Metallic Exclusive DBZ S9 Vegito (MT),Funko!,SalgsOrdre OT,38.72,0.0,252.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55872,Funko! POP Metallic Exclusive DBZ S9 Vegito (MT),Funko!,Stock,38.72,0.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
55202,Funko! POP Metallic Exclusive Deadpool 30th Deadpo,Funko!,Købsordre,38.72,252.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55202,Funko! POP Metallic Exclusive Deadpool 30th Deadpo,Funko!,Stock,38.72,252.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
50433,Funko! POP Metallic Exclusive Death Stranding Higg,Funko!,Købsordre,38.72,324.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,324.0
50433,Funko! POP Metallic Exclusive Death Stranding Higg,Funko!,SalgsOrdre DK,38.72,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
50433,Funko! POP Metallic Exclusive Death Stranding Higg,Funko!,SalgsOrdre SE,38.72,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
50433,Funko! POP Metallic Exclusive Death Stranding Higg,Funko!,Stock,38.72,324.0,198.0,198.0,198.0,198.0,198.0,198,198,198,198,198,198,198.0
45347,Funko! POP Metallic Exclusive Marvel: 80th First A,Funko!,Invoiced OT,30.12764,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72.0
43822,Funko! POP Metallic Exclusive MHA S3 - All Might,Funko!,Købsordre,32.21167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,36,36.0
43822,Funko! POP Metallic Exclusive MHA S3 - All Might,Funko!,Stock,32.21167,36.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,72,72.0
51440,Funko! POP Metallic Exclusive MOTU-SkeletorWTerror,Funko!,Købsordre,38.72,222.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,222.0
51440,Funko! POP Metallic Exclusive MOTU-SkeletorWTerror,Funko!,SalgsOrdre SE,38.72,0.0,0.0,222.0,0.0,0.0,0.0,0,0,0,0,0,0,222.0
51440,Funko! POP Metallic Exclusive MOTU-SkeletorWTerror,Funko!,Stock,38.72,222.0,222.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
47586,Funko! POP Metallic Exclusive Predator Predator w/,Funko!,Invoiced OT,30.1275,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72.0
44599,Funko! POP Metallic Exclusive SW: Rise of Skywalke,Funko!,Stock,53.2425,36.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
40949,Funko! POP Metallic Fortnite S3 Brite Bomber (MT),Funko!,Invoiced SE,30.12753,186.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,186.0
30200,Funko! POP Metallic Incredibles 2 Jack Jack (MT),Funko!,Købsordre,38.72,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
30200,Funko! POP Metallic Incredibles 2 Jack Jack (MT),Funko!,Stock,38.72,102.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
49930,Funko! POP Moment SW Mandalorian Mandalorian&Child,Funko!,Invoiced SE,80.174,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
49930,Funko! POP Moment SW Mandalorian Mandalorian&Child,Funko!,Stock,80.174,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
39915,Funko! POP Moments Rise of Skywalker- Tread Speede,Funko!,SalgsOrdre DK,81.8125,0.0,170.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,170.0
39915,Funko! POP Moments Rise of Skywalker- Tread Speede,Funko!,Stock,81.8125,170.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
37252,Funko! POP Rides Batman 80's Batman 1950,Funko!,Stock,102.52252,147.0,147.0,147.0,147.0,147.0,147.0,147,147,147,147,147,147,147.0
46586,Funko! POP RIDES Disney: Frozen 2 - Elsa & Nokk,Funko!,SalgsOrdre DK,81.87655,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0
46586,Funko! POP RIDES Disney: Frozen 2 - Elsa & Nokk,Funko!,Stock,81.87655,249.0,246.0,246.0,246.0,246.0,246.0,246,246,246,246,246,246,246.0
45338,Funko! POP Rides GOT - Daenerys on Fiery Drogon,Funko!,Stock,92.30473,267.0,267.0,267.0,267.0,267.0,267.0,267,267,267,267,267,267,267.0
29165,Funko! POP Rides GOT S8 Daenerys Dragon Stone,Funko!,SalgsOrdre DK,79.05667,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
29165,Funko! POP Rides GOT S8 Daenerys Dragon Stone,Funko!,Stock,79.05667,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6,-6,-6,-6,-6,-6,-6.0
55659,Funko! POP Scented EXCL. Coke Coca-Cola Can(SC),Funko!,Købsordre,72.8,0.0,452.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,452.0
55659,Funko! POP Scented EXCL. Coke Coca-Cola Can(SC),Funko!,SalgsOrdre OT,72.8,0.0,200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
55659,Funko! POP Scented EXCL. Coke Coca-Cola Can(SC),Funko!,Stock,72.8,0.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
36379,Funko! POP VINYL - Captain Marvel - Goose the cat,Funko!,Stock,30.5229,138.0,138.0,138.0,138.0,138.0,138.0,138,138,138,138,138,138,138.0
55786,Funko! POP VINYL  G.I. Joe V2 Storm Shadow,Funko!,Købsordre,35.12,0.0,108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
55786,Funko! POP VINYL  G.I. Joe V2 Storm Shadow,Funko!,Stock,35.12,0.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
3876,Funko! POP VINYL - GOT - Ghost,Funko!,SalgsOrdre DK,30.71453,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
3876,Funko! POP VINYL - GOT - Ghost,Funko!,Stock,30.71453,72.0,66.0,66.0,66.0,66.0,66.0,66,66,66,66,66,66,66.0
31274,Funko! POP VINYL - hp assorted,Funko!,Invoiced SE,29.395,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
31274,Funko! POP VINYL - hp assorted,Funko!,SalgsOrdre DK,29.395,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
31274,Funko! POP VINYL - hp assorted,Funko!,Stock,29.395,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
38059,Funko! POP VINYL  James Bond S2 - Eve Moneypenny,Funko!,Stock,32.70563,96.0,96.0,96.0,96.0,96.0,96.0,96,96,96,96,96,96,96.0
40708,Funko! POP VINYL - Marvel Venom S2 - STORM,Funko!,Købsordre,27.32637,144.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,60,204.0
40708,Funko! POP VINYL - Marvel Venom S2 - STORM,Funko!,Invoiced SE,27.32637,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
40708,Funko! POP VINYL - Marvel Venom S2 - STORM,Funko!,Stock,27.32637,144.0,144.0,144.0,144.0,144.0,144.0,144,144,144,144,144,204,204.0
52241,Funko! POP VINYL - Marvel x-men wolverine,Funko!,Invoiced OT,30.12757,144.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,144.0
46936,Funko! POP VINYL  Monster Hunter Lute w/Navirou,Funko!,Købsordre,35.12,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
46936,Funko! POP VINYL  Monster Hunter Lute w/Navirou,Funko!,Stock,35.12,0.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
38019,Funko! POP VINYL - SW DARTH VADER,Funko!,SalgsOrdre OT,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60.0
38019,Funko! POP VINYL - SW DARTH VADER,Funko!,Stock,0.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60,-60,-60,-60,-60,-60,-60.0
50966,Funko! POP VINYL  Transformers- Bumblebee,Funko!,Købsordre,27.32645,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
50966,Funko! POP VINYL  Transformers- Bumblebee,Funko!,Stock,27.32645,408.0,510.0,510.0,510.0,510.0,510.0,510,510,510,510,510,510,510.0
37022,Funko! POP VINYL Aladdin (Live) Aladdin w/ Abu,Funko!,Købsordre,26.32,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
37022,Funko! POP VINYL Aladdin (Live) Aladdin w/ Abu,Funko!,SalgsOrdre OT,26.32,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
55734,Funko! POP VINYL Alice 70th Alice Curtsying,Funko!,Købsordre,35.12,0.0,108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
55734,Funko! POP VINYL Alice 70th Alice Curtsying,Funko!,Stock,35.12,0.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
55735,Funko! POP VINYL Alice 70th Cheshire Cat,Funko!,Købsordre,35.12,0.0,108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
55735,Funko! POP VINYL Alice 70th Cheshire Cat,Funko!,Stock,35.12,0.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
55739,Funko! POP VINYL Alice 70th White Rabbit w/Watch,Funko!,Købsordre,35.12,0.0,108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
55739,Funko! POP VINYL Alice 70th White Rabbit w/Watch,Funko!,Stock,35.12,0.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
37750,Funko! POP VINYL Alien 40th Xenomorph,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
37750,Funko! POP VINYL Alien 40th Xenomorph,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
